  0.41887903213500977        6.8057751795326188E-003
  0.48869219422340393        1.4008177536010426E-003
  0.55850535631179810        9.9158507715979517E-005
  0.62831854820251465        1.7682527581282035E-007
  0.69813168048858643        1.3897206212082534E-004
  0.76794487237930298        3.2846865284484546E-004
  0.83775806427001953        5.1652040665851873E-004
  0.90757125616073608        5.3810227996250212E-004
  0.97738438844680786        1.2155534365979378E-004
   1.0471975803375244        1.2750985298443036E-004
